userID,post_cnt,avg_far,avg_com,avg_ans,avg_scr,avg_view
4304022,21,3.0,1.8095238095238093,1.5714285714285714,2.1428571428571428,1956.5714285714289
1531040,23,0.0,1.5652173913043477,1.4705882352941178,-0.04347826086956523,89.058823529411768
3395829,27,1.0,1.7407407407407407,1.2500000000000004,1.1851851851851853,392.12500000000006
4235960,122,0.5,2.7622950819672125,1.6818181818181817,0.78688524590163933,209.13636363636363
4801826,9,1.0,0.22222222222222227,0.8,0.0,112.6
2538837,116,2.25,1.6293103448275867,2.4166666666666665,0.98275862068965536,1440.4166666666665
4622657,13,0.0,0.61538461538461542,1.1111111111111112,0.076923076923076927,144.77777777777777
1651298,1469,8.0,1.7876106194690258,1.6923076923076923,1.2171545268890389,974.8461538461537
3227554,23,1.0,0.9130434782608694,0.6,0.60869565217391308,187.8
2946760,87,1.0,2.402298850574712,0.88636363636363646,1.2068965517241381,251.43181818181819
224132,535,2.3333333333333335,2.2299065420560762,1.6,2.067289719626169,172.0
7512,32,1.0,1.1250000000000002,1.2,1.125,229.7
2067976,68,1.0,1.4705882352941171,0.8571428571428571,0.69117647058823517,326.42857142857144
2003645,209,1.0,2.0861244019138758,0.2,0.74641148325358853,126.4
22656,1965,17.4,2.5379134860050909,2.1666666666666665,5.2346055979643742,8065.6666666666679
643104,252,1.0,2.4920634920634921,1.3333333333333335,0.94841269841269848,190.5
4272464,446,1.3333333333333333,1.6995515695067251,1.7777777777777777,1.5829596412556055,364.33333333333337
4814218,49,0.0,1.4693877551020407,0.85714285714285721,1.9183673469387756,159.0
4237609,119,1.1428571428571428,2.1008403361344539,1.3636363636363635,1.605042016806723,946.75757575757586
3850595,806,1.3333333333333333,2.3275434243176192,1.5142857142857142,1.0781637717121588,262.5428571428572
4413054,15,3.0,1.8666666666666667,1.75,0.73333333333333328,9033.0
1233788,27,0.0,2.5555555555555558,1.1764705882352944,1.0,102.11764705882352
2322920,62,1.0,2.209677419354839,1.3571428571428572,0.88709677419354849,340.49999999999994
2079345,182,1.0,2.1318681318681318,1.3076923076923077,1.2527472527472527,220.26923076923077
2670182,148,1.0,2.3986486486486465,0.888888888888889,1.0270270270270276,80.703703703703724
279204,83,1.3333333333333333,2.2048192771084341,1.4375,1.1084337349397588,899.06250000000023
1832221,29,5.7777777777777777,1.7241379310344827,2.0000000000000004,5.4827586206896548,1614.6666666666667
1710624,8,0.0,2.75,0.25,1.875,206.25
3024519,44,0.0,1.2272727272727268,1.0999999999999999,0.79545454545454553,123.89999999999999
15416,535,0.0,1.6710280373831774,0.33333333333333337,1.4429906542056077,175.0
4248328,245,2.5,2.5428571428571418,2.3333333333333335,1.2285714285714284,230.0
4595735,118,1.0,1.8728813559322035,1.0833333333333335,0.98305084745762739,48.5
1739325,53,1.3333333333333333,2.0000000000000004,1.2258064516129032,0.28301886792452824,323.67741935483872
4898274,187,0.0,1.5882352941176472,1.1666666666666665,0.31016042780748648,73.0
387194,263,1.0,1.5703422053231937,1.2571428571428571,0.9277566539923956,75.742857142857147
3264192,141,2.3333333333333335,1.9929078014184407,2.2857142857142856,1.3829787234042554,194.85714285714286
2415293,95,0.85714285714285721,2.5789473684210527,1.3333333333333335,0.92631578947368443,108.11904761904762
3177270,71,1.4,1.6619718309859155,1.142857142857143,0.61971830985915488,447.89285714285722
980550,228,1.0,2.7543859649122804,1.7777777777777777,1.7807017543859653,837.88888888888891
1398445,187,0.0,2.117647058823529,0.8571428571428571,0.80213903743315551,120.0
2919971,107,2.666666666666667,1.1682242990654208,1.1666666666666665,1.1588785046728973,146.5
2639954,27,0.66666666666666674,1.8888888888888888,1.7499999999999998,0.48148148148148151,257.75
1505939,908,1.65625,2.267621145374449,1.4923076923076928,2.5925110132158573,215.13846153846154
766786,21,1.0,1.1904761904761905,0.7142857142857143,2.4761904761904763,422.57142857142856
3906965,169,1.5,2.3313609467455638,1.8571428571428568,1.0236686390532543,654.047619047619
1266737,143,1.25,2.7272727272727271,1.4705882352941175,1.1888111888111887,184.35294117647058
2344413,230,0.5,2.5434782608695645,1.7272727272727273,0.92173913043478273,286.45454545454544
4167119,98,0.66666666666666663,2.9795918367346941,1.0833333333333335,0.57142857142857129,168.83333333333334
994813,82,1.4,1.9878048780487805,1.4166666666666663,0.96341463414634221,157.41666666666663
1994950,249,1.5714285714285714,1.6305220883534135,1.8,0.66265060240963847,1006.0
2474656,995,2.0,1.7226130653266352,1.75,0.83819095477386862,85.916666666666671
3401528,340,1.0,1.2147058823529406,2.666666666666667,0.69999999999999973,247.0
4243912,58,0.0,0.98275862068965525,2.666666666666667,0.82758620689655149,85.333333333333329
4999394,383,0.84615384615384615,1.221932114882506,1.3846153846153846,0.99477806788511736,149.12820512820514
2215126,51,2.0,2.0784313725490198,1.0909090909090911,1.9019607843137263,329.36363636363637
3828918,41,0.8,1.3658536585365855,1.6923076923076923,0.63414634146341475,272.76923076923077
4652668,49,0.75,2.081632653061225,1.2820512820512824,0.24489795918367346,117.15384615384616
180275,109,1.4,1.4587155963302747,1.04,1.477064220183486,173.59999999999997
4783262,84,1.0,1.8214285714285721,1.2121212121212122,0.44047619047619047,117.2121212121212
1552815,18,0.0,1.5555555555555556,1.0833333333333333,0.0,60.416666666666664
5064234,18,1.5,2.4444444444444446,3.1428571428571428,1.7777777777777772,1454.5714285714284
427784,25,0.5,2.0799999999999992,1.1111111111111114,0.08,176.61111111111111
1664231,33,0.66666666666666674,1.303030303030303,0.83333333333333337,0.63636363636363624,63.333333333333336
2750260,13,1.0,2.3076923076923075,1.2,0.84615384615384615,114.4
725844,17,1.0,1.3529411764705883,0.33333333333333337,0.823529411764706,298.33333333333331
1496715,872,2.0,2.3509174311926615,1.0799999999999998,0.946100917431193,214.51999999999998
3990512,20,0.5,1.6500000000000004,1.4375,0.45000000000000007,87.9375
4794,49,1.0,0.42857142857142849,1.3749999999999998,1.2857142857142858,215.5
157247,2326,3.166666666666667,1.9840928632846151,1.4285714285714288,2.7717110920034362,130.85714285714286
4788169,102,0.0,1.6274509803921571,1.1111111111111112,0.56862745098039191,199.2222222222222
1456962,65,1.1764705882352944,0.95384615384615379,1.2830188679245285,1.0000000000000004,297.66037735849051
3989714,15,0.0,2.6,0.83333333333333337,0.0,79.166666666666657
2138752,535,0.0,1.7887850467289734,1.7999999999999998,1.2411214953271028,144.2
716008,32,1.5,3.8749999999999991,1.4,0.93749999999999989,190.23333333333332
3559670,249,1.5,1.9598393574297186,1.4285714285714286,0.52610441767068283,157.42857142857142
233602,39,2.25,1.358974358974359,1.3636363636363638,1.9999999999999996,811.22727272727275
425823,110,0.85714285714285721,1.2909090909090912,1.308641975308642,0.85454545454545494,170.20987654320984
14731,58,1.3333333333333335,1.8275862068965523,1.5806451612903225,1.6724137931034484,259.51612903225811
3279023,17,1.6666666666666667,1.2352941176470591,1.1666666666666667,1.6470588235294117,116.41666666666666
5034964,111,1.0666666666666667,1.2432432432432428,1.5512820512820515,0.54954954954954938,384.76923076923083
2159867,144,0.75,1.9027777777777775,1.2499999999999998,1.1111111111111112,259.50000000000006
2772061,57,1.0,0.96491228070175417,1.4285714285714286,0.73684210526315774,45.857142857142854
1331924,22,0.0,1.0000000000000002,0.8571428571428571,0.13636363636363638,49.785714285714292
5341984,24,1.0,1.9999999999999998,0.8571428571428571,0.25000000000000011,45.857142857142861
3178944,234,2.0769230769230771,1.1239316239316237,1.2478632478632481,1.675213675213675,588.53846153846155
1655478,42,1.0,0.83333333333333348,1.0909090909090911,0.69047619047619047,133.59090909090912
2925688,6,0.0,1.5,0.6,0.5,200.6
3442153,94,1.0,2.1170212765957448,1.3076923076923079,0.38297872340425537,232.03846153846152
1661465,18,1.0,0.72222222222222221,0.6,1.0000000000000004,140.0
901944,80,1.0,1.825,1.4615384615384617,3.0625000000000004,221.23076923076923
704836,54,1.25,2.1111111111111116,1.0869565217391304,2.018518518518519,634.5
2539238,42,1.3333333333333333,1.5476190476190474,1.1,0.95238095238095255,523.0
1947665,90,0.0,2.4666666666666672,1.3750000000000002,1.4000000000000006,84.874999999999986
4158274,133,3.0,1.5187969924812024,2.25,1.4812030075187972,326.75
1492956,45,1.0,1.1111111111111112,0.8,0.48888888888888904,69.5
657714,6,1.0,4.833333333333333,2.75,1.3333333333333335,495.0
1463518,54,3.0,0.64814814814814792,0.96153846153846145,2.8703703703703702,356.65384615384619
1122681,10,1.0,1.4999999999999998,1.4285714285714286,1.0999999999999999,892.42857142857144
2387564,51,2.3333333333333335,1.9803921568627452,1.142857142857143,0.94117647058823506,463.71428571428572
5395349,6,0.0,3.0,0.6,0.5,40.6
2665434,53,0.66666666666666674,2.5094339622641515,1.1020408163265307,0.47169811320754723,217.0408163265306
3436922,207,1.0,2.3913043478260874,1.2727272727272727,1.0917874396135261,83.36363636363636
3184240,16,1.5,1.125,1.5384615384615385,0.87500000000000022,237.38461538461536
290072,85,1.0,1.7882352941176471,1.0769230769230773,2.0941176470588223,350.61538461538458
277465,40,1.0,2.1999999999999997,1.1621621621621621,1.175,92.837837837837824
1899640,267,0.5,1.5393258426966294,1.75,2.0561797752808979,335.25
3642086,70,1.0,1.3999999999999995,0.79999999999999993,0.28571428571428575,119.29999999999998
